
"29/06/2020 09:02:30"
"Time"	"CO2B um/m"	"H2OB mm/m"	"T C"	"P kPa"	"RH %"	"Flow V"
2020-06-29 09:03:04	0.71	-0.208	27.332	100.660	3.76	0.4277
2020-06-29 09:03:04	0.72	-0.206	27.332	100.660	3.76	0.4283
2020-06-29 09:03:05	0.70	-0.209	27.332	100.661	3.76	0.4275
2020-06-29 09:03:05	0.66	-0.206	27.331	100.660	3.76	0.4267
2020-06-29 09:03:06	0.68	-0.205	27.331	100.660	3.76	0.4268
2020-06-29 09:03:06	0.66	-0.207	27.332	100.660	3.76	0.4281
2020-06-29 09:03:07	0.65	-0.207	27.332	100.659	3.76	0.4301
2020-06-29 09:03:07	0.69	-0.206	27.331	100.660	3.76	0.4312
2020-06-29 09:03:08	0.62	-0.206	27.332	100.661	3.76	0.4308
2020-06-29 09:03:08	0.64	-0.207	27.332	100.660	3.76	0.4311
2020-06-29 09:03:09	0.63	-0.208	27.332	100.658	3.76	0.4327
2020-06-29 09:03:09	0.63	-0.206	27.334	100.659	3.76	0.4353
2020-06-29 09:03:10	0.61	-0.208	27.334	100.659	3.76	0.4378
2020-06-29 09:03:10	0.60	-0.211	27.334	100.661	3.76	0.4401
2020-06-29 09:03:11	0.59	-0.211	27.336	100.662	3.76	0.4435
2020-06-29 09:03:11	0.60	-0.209	27.336	100.662	3.76	0.4470
2020-06-29 09:03:12	0.60	-0.209	27.336	100.661	3.76	0.4484
2020-06-29 09:03:12	0.61	-0.210	27.336	100.659	3.76	0.4468
2020-06-29 09:03:13	0.57	-0.211	27.337	100.658	3.76	0.4436
2020-06-29 09:03:13	0.58	-0.212	27.337	100.660	3.76	0.4406
2020-06-29 09:03:14	0.57	-0.213	27.337	100.660	3.76	0.4399
2020-06-29 09:03:14	0.57	-0.212	27.338	100.660	3.76	0.4393
2020-06-29 09:03:15	0.56	-0.213	27.338	100.660	3.76	0.4387
2020-06-29 09:03:15	0.58	-0.213	27.336	100.660	3.76	0.4349
2020-06-29 09:03:16	0.52	-0.214	27.337	100.660	3.76	0.4323
2020-06-29 09:03:16	0.54	-0.215	27.338	100.660	3.76	0.4320
2020-06-29 09:03:17	0.53	-0.215	27.336	100.661	3.76	0.4329
2020-06-29 09:03:17	0.51	-0.215	27.337	100.660	3.76	0.4334
2020-06-29 09:03:18	0.53	-0.215	27.337	100.660	3.76	0.4349
2020-06-29 09:03:18	0.55	-0.214	27.338	100.661	3.76	0.4373
2020-06-29 09:03:19	0.61	-0.214	27.337	100.660	3.76	0.4393
2020-06-29 09:03:19	0.71	-0.214	27.337	100.660	3.76	0.4404
2020-06-29 09:03:20	0.85	-0.214	27.337	100.660	3.76	0.4409
2020-06-29 09:03:20	1.09	-0.214	27.337	100.659	3.76	0.4405
2020-06-29 09:03:21	1.43	-0.215	27.338	100.661	3.76	0.4407
2020-06-29 09:03:21	1.83	-0.215	27.339	100.660	3.76	0.4403
2020-06-29 09:03:22	2.40	-0.217	27.338	100.659	3.76	0.4398
2020-06-29 09:03:22	3.04	-0.219	27.339	100.660	3.76	0.4396
2020-06-29 09:03:23	3.83	-0.218	27.338	100.661	3.76	0.4399
2020-06-29 09:03:23	4.85	-0.219	27.339	100.660	3.76	0.4420
2020-06-29 09:03:24	6.18	-0.218	27.339	100.660	3.76	0.4449
2020-06-29 09:03:24	8.01	-0.218	27.339	100.660	3.76	0.4471
2020-06-29 09:03:25	10.60	-0.218	27.339	100.662	3.76	0.4487
2020-06-29 09:03:25	14.22	-0.218	27.340	100.661	3.76	0.4503
2020-06-29 09:03:26	19.26	-0.220	27.339	100.659	3.76	0.4503
2020-06-29 09:03:26	26.16	-0.219	27.341	100.659	3.76	0.4478
2020-06-29 09:03:27	35.16	-0.218	27.341	100.658	3.76	0.4453
2020-06-29 09:03:27	46.52	-0.219	27.341	100.659	3.76	0.4427
2020-06-29 09:03:28	60.40	-0.220	27.341	100.660	3.76	0.4418
2020-06-29 09:03:28	76.70	-0.221	27.342	100.662	3.76	0.4399
2020-06-29 09:03:29	95.42	-0.219	27.343	100.661	3.76	0.4360
2020-06-29 09:03:29	116.34	-0.224	27.343	100.660	3.77	0.4332
2020-06-29 09:03:30	139.27	-0.223	27.342	100.658	3.77	0.4316
2020-06-29 09:03:30	163.88	-0.222	27.342	100.662	3.77	0.4300
2020-06-29 09:03:31	189.84	-0.221	27.342	100.660	3.77	0.4294
2020-06-29 09:03:31	216.75	-0.221	27.342	100.662	3.76	0.4283
2020-06-29 09:03:32	244.07	-0.223	27.342	100.661	3.76	0.4278
2020-06-29 09:03:32	271.41	-0.224	27.343	100.660	3.76	0.4300
2020-06-29 09:03:33	298.24	-0.225	27.342	100.661	3.76	0.4328
2020-06-29 09:03:33	324.24	-0.222	27.343	100.660	3.76	0.4317
2020-06-29 09:03:34	349.00	-0.223	27.343	100.660	3.76	0.4293
2020-06-29 09:03:34	372.40	-0.224	27.342	100.660	3.76	0.4274
2020-06-29 09:03:35	394.27	-0.226	27.342	100.657	3.76	0.4263
2020-06-29 09:03:35	414.70	-0.225	27.342	100.660	3.76	0.4263
2020-06-29 09:03:36	433.62	-0.226	27.343	100.658	3.76	0.4276
2020-06-29 09:03:36	451.26	-0.225	27.341	100.658	3.76	0.4303
2020-06-29 09:03:37	467.59	-0.225	27.340	100.661	3.76	0.4298
2020-06-29 09:03:37	482.80	-0.224	27.342	100.660	3.76	0.4285
2020-06-29 09:03:38	496.96	-0.223	27.342	100.663	3.76	0.4273
2020-06-29 09:03:38	510.18	-0.226	27.342	100.661	3.76	0.4254
2020-06-29 09:03:39	522.55	-0.224	27.343	100.662	3.76	0.4244
2020-06-29 09:03:39	534.12	-0.227	27.343	100.663	3.76	0.4245
2020-06-29 09:03:40	545.04	-0.227	27.344	100.661	3.76	0.4262
2020-06-29 09:03:40	555.29	-0.228	27.343	100.660	3.76	0.4278
2020-06-29 09:03:41	564.96	-0.227	27.343	100.662	3.76	0.4289
2020-06-29 09:03:41	574.15	-0.228	27.345	100.661	3.76	0.4308
2020-06-29 09:03:42	582.89	-0.227	27.346	100.660	3.76	0.4304
2020-06-29 09:03:42	591.15	-0.227	27.345	100.659	3.77	0.4314
2020-06-29 09:03:43	598.92	-0.226	27.345	100.660	3.77	0.4335
2020-06-29 09:03:43	606.32	-0.225	27.347	100.661	3.76	0.4372
2020-06-29 09:03:44	613.32	-0.226	27.346	100.660	3.77	0.4412
2020-06-29 09:03:44	619.92	-0.226	27.346	100.659	3.77	0.4414
2020-06-29 09:03:45	626.11	-0.227	27.348	100.658	3.77	0.4405
2020-06-29 09:03:45	631.94	-0.226	27.347	100.659	3.77	0.4396
2020-06-29 09:03:46	637.28	-0.227	27.347	100.662	3.77	0.4391
2020-06-29 09:03:46	642.37	-0.228	27.348	100.661	3.76	0.4380
2020-06-29 09:03:47	647.18	-0.227	27.347	100.660	3.77	0.4376
2020-06-29 09:03:47	651.61	-0.229	27.346	100.662	3.77	0.4387
2020-06-29 09:03:48	655.88	-0.227	27.347	100.661	3.76	0.4410
2020-06-29 09:03:48	659.80	-0.228	27.346	100.662	3.77	0.4459
2020-06-29 09:03:49	663.53	-0.226	27.346	100.661	3.77	0.4502
2020-06-29 09:03:49	667.04	-0.226	27.346	100.663	3.77	0.4491
2020-06-29 09:03:50	670.24	-0.226	27.346	100.662	3.77	0.4442
2020-06-29 09:03:50	673.46	-0.226	27.347	100.662	3.77	0.4404
2020-06-29 09:03:51	676.46	-0.226	27.348	100.660	3.77	0.4375
2020-06-29 09:03:51	679.46	-0.227	27.347	100.660	3.77	0.4373
2020-06-29 09:03:52	682.31	-0.228	27.349	100.658	3.77	0.4390
2020-06-29 09:03:52	685.11	-0.227	27.348	100.661	3.77	0.4382
2020-06-29 09:03:53	687.77	-0.230	27.348	100.659	3.77	0.4395
2020-06-29 09:03:53	690.31	-0.230	27.348	100.661	3.77	0.4414
2020-06-29 09:03:54	692.64	-0.230	27.348	100.662	3.77	0.4402
2020-06-29 09:03:54	694.82	-0.230	27.350	100.665	3.77	0.4404
2020-06-29 09:03:55	696.96	-0.232	27.350	100.661	3.77	0.4416
2020-06-29 09:03:55	698.92	-0.232	27.350	100.663	3.77	0.4425
2020-06-29 09:03:56	700.87	-0.232	27.350	100.661	3.77	0.4416
2020-06-29 09:03:56	702.65	-0.232	27.350	100.661	3.77	0.4392
2020-06-29 09:03:57	704.48	-0.232	27.350	100.662	3.77	0.4370
2020-06-29 09:03:57	706.13	-0.232	27.350	100.660	3.77	0.4354
2020-06-29 09:03:58	707.85	-0.234	27.349	100.661	3.77	0.4338
2020-06-29 09:03:58	709.45	-0.235	27.349	100.663	3.77	0.4332
2020-06-29 09:03:59	711.17	-0.233	27.351	100.661	3.77	0.4333
2020-06-29 09:03:59	712.83	-0.234	27.352	100.661	3.77	0.4336
2020-06-29 09:04:00	714.57	-0.234	27.353	100.660	3.77	0.4331
2020-06-29 09:04:00	716.19	-0.235	27.352	100.661	3.77	0.4337
2020-06-29 09:04:01	717.88	-0.232	27.352	100.661	3.77	0.4384
2020-06-29 09:04:01	719.53	-0.233	27.352	100.660	3.77	0.4437
2020-06-29 09:04:02	721.07	-0.234	27.354	100.659	3.77	0.4485
2020-06-29 09:04:02	722.48	-0.232	27.353	100.659	3.77	0.4502
2020-06-29 09:04:03	723.68	-0.234	27.354	100.661	3.77	0.4483
2020-06-29 09:04:03	724.73	-0.235	27.354	100.663	3.77	0.4466
2020-06-29 09:04:04	725.68	-0.234	27.353	100.660	3.77	0.4445
2020-06-29 09:04:04	726.48	-0.233	27.352	100.660	3.77	0.4427
2020-06-29 09:04:05	727.00	-0.234	27.352	100.661	3.77	0.4403
2020-06-29 09:04:05	727.52	-0.233	27.353	100.665	3.77	0.4388
2020-06-29 09:04:06	727.87	-0.236	27.352	100.661	3.77	0.4398
2020-06-29 09:04:06	728.09	-0.237	27.353	100.663	3.77	0.4416
2020-06-29 09:04:07	728.14	-0.236	27.353	100.664	3.77	0.4442
2020-06-29 09:04:07	728.35	-0.235	27.353	100.662	3.77	0.4459
2020-06-29 09:04:08	728.35	-0.236	27.354	100.658	3.77	0.4475
2020-06-29 09:04:08	728.33	-0.236	27.354	100.662	3.77	0.4484
2020-06-29 09:04:09	728.37	-0.238	27.353	100.663	3.77	0.4483
2020-06-29 09:04:09	728.40	-0.237	27.353	100.662	3.77	0.4465
2020-06-29 09:04:10	728.44	-0.235	27.353	100.662	3.77	0.4449
2020-06-29 09:04:10	728.49	-0.235	27.353	100.660	3.77	0.4440
2020-06-29 09:04:11	728.47	-0.235	27.353	100.662	3.77	0.4443
2020-06-29 09:04:11	728.55	-0.235	27.353	100.661	3.77	0.4452
2020-06-29 09:04:12	728.53	-0.235	27.354	100.661	3.77	0.4463
2020-06-29 09:04:12	728.50	-0.236	27.355	100.660	3.77	0.4468
2020-06-29 09:04:13	728.48	-0.237	27.354	100.659	3.77	0.4461
2020-06-29 09:04:13	728.38	-0.236	27.356	100.660	3.77	0.4481
2020-06-29 09:04:14	728.26	-0.237	27.357	100.660	3.77	0.4501
2020-06-29 09:04:14	728.19	-0.238	27.354	100.661	3.77	0.4508
2020-06-29 09:04:15	728.21	-0.239	27.354	100.659	3.77	0.4513
2020-06-29 09:04:15	728.24	-0.238	27.354	100.659	3.77	0.4517
2020-06-29 09:04:16	728.36	-0.239	27.354	100.659	3.77	0.4520
2020-06-29 09:04:16	728.42	-0.238	27.355	100.661	3.77	0.4512
2020-06-29 09:04:17	728.64	-0.238	27.356	100.660	3.77	0.4515
2020-06-29 09:04:17	728.79	-0.238	27.356	100.657	3.77	0.4522
2020-06-29 09:04:18	728.94	-0.239	27.356	100.657	3.77	0.4554
2020-06-29 09:04:18	728.94	-0.238	27.356	100.660	3.77	0.4582
2020-06-29 09:04:19	728.97	-0.239	27.357	100.659	3.77	0.4582
2020-06-29 09:04:19	728.99	-0.238	27.356	100.660	3.77	0.4575
2020-06-29 09:04:20	729.11	-0.237	27.358	100.660	3.77	0.4532
2020-06-29 09:04:20	728.98	-0.238	27.357	100.663	3.77	0.4500
2020-06-29 09:04:21	729.09	-0.237	27.358	100.661	3.77	0.4493
2020-06-29 09:04:21	729.22	-0.239	27.357	100.661	3.77	0.4504
2020-06-29 09:04:22	729.54	-0.238	27.357	100.661	3.77	0.4481
2020-06-29 09:04:22	729.89	-0.239	27.358	100.663	3.77	0.4437
2020-06-29 09:04:23	730.44	-0.240	27.358	100.660	3.77	0.4428
2020-06-29 09:04:23	730.95	-0.242	27.358	100.661	3.77	0.4418
2020-06-29 09:04:24	731.65	-0.241	27.358	100.659	3.77	0.4394
2020-06-29 09:04:24	732.33	-0.240	27.359	100.658	3.77	0.4368
2020-06-29 09:04:25	732.97	-0.241	27.359	100.658	3.77	0.4375
2020-06-29 09:04:25	733.54	-0.241	27.359	100.663	3.77	0.4399
2020-06-29 09:04:26	734.11	-0.240	27.359	100.662	3.77	0.4377
2020-06-29 09:04:26	734.75	-0.240	27.358	100.662	3.77	0.4354
2020-06-29 09:04:27	735.33	-0.240	27.359	100.660	3.77	0.4337
2020-06-29 09:04:27	735.83	-0.240	27.359	100.658	3.77	0.4327
2020-06-29 09:04:28	736.37	-0.242	27.359	100.657	3.77	0.4336
2020-06-29 09:04:28	736.74	-0.241	27.360	100.659	3.77	0.4349
2020-06-29 09:04:29	737.11	-0.242	27.361	100.659	3.77	0.4372
2020-06-29 09:04:29	737.43	-0.241	27.360	100.661	3.77	0.4380
2020-06-29 09:04:30	737.80	-0.243	27.361	100.659	3.77	0.4402
2020-06-29 09:04:30	738.02	-0.242	27.359	100.660	3.77	0.4413
2020-06-29 09:04:31	738.33	-0.243	27.361	100.660	3.77	0.4412
2020-06-29 09:04:31	738.64	-0.245	27.362	100.659	3.77	0.4394
2020-06-29 09:04:32	738.90	-0.243	27.362	100.657	3.77	0.4369
2020-06-29 09:04:32	739.20	-0.242	27.360	100.660	3.77	0.4341
2020-06-29 09:04:33	739.48	-0.242	27.362	100.660	3.77	0.4324
2020-06-29 09:04:33	739.71	-0.244	27.362	100.660	3.77	0.4305
2020-06-29 09:04:34	739.96	-0.243	27.364	100.658	3.77	0.4299
2020-06-29 09:04:34	740.04	-0.244	27.364	100.660	3.77	0.4308
2020-06-29 09:04:35	740.12	-0.245	27.363	100.658	3.77	0.4325
2020-06-29 09:04:35	740.20	-0.245	27.364	100.659	3.77	0.4354
2020-06-29 09:04:36	740.38	-0.243	27.365	100.660	3.77	0.4389
2020-06-29 09:04:36	740.66	-0.243	27.365	100.658	3.77	0.4421
2020-06-29 09:04:37	740.90	-0.243	27.364	100.659	3.77	0.4450
2020-06-29 09:04:37	741.23	-0.243	27.366	100.661	3.77	0.4478
2020-06-29 09:04:38	741.52	-0.243	27.365	100.660	3.77	0.4502
2020-06-29 09:04:38	741.76	-0.242	27.365	100.661	3.77	0.4527
2020-06-29 09:04:39	741.94	-0.245	27.365	100.661	3.77	0.4542
2020-06-29 09:04:39	741.94	-0.245	27.364	100.661	3.77	0.4552
2020-06-29 09:04:40	741.84	-0.244	27.364	100.658	3.77	0.4571
2020-06-29 09:04:40	741.70	-0.245	27.366	100.657	3.77	0.4590
2020-06-29 09:04:41	741.41	-0.244	27.367	100.659	3.77	0.4603
2020-06-29 09:04:41	741.22	-0.246	27.365	100.660	3.77	0.4614
2020-06-29 09:04:42	741.02	-0.245	27.366	100.658	3.77	0.4624
2020-06-29 09:04:42	740.84	-0.245	27.367	100.658	3.77	0.4633
2020-06-29 09:04:43	740.68	-0.245	27.367	100.660	3.77	0.4629
2020-06-29 09:04:43	740.50	-0.247	27.368	100.660	3.77	0.4633
2020-06-29 09:04:44	740.34	-0.247	27.369	100.660	3.77	0.4631
2020-06-29 09:04:44	740.02	-0.247	27.368	100.660	3.77	0.4620
2020-06-29 09:04:45	739.64	-0.246	27.368	100.659	3.77	0.4588
2020-06-29 09:04:45	739.27	-0.247	27.370	100.659	3.77	0.4546
2020-06-29 09:04:46	739.00	-0.248	27.370	100.656	3.77	0.4509
2020-06-29 09:04:46	738.65	-0.248	27.370	100.658	3.77	0.4474
2020-06-29 09:04:47	738.37	-0.247	27.369	100.659	3.77	0.4454
2020-06-29 09:04:47	738.03	-0.247	27.370	100.661	3.77	0.4435
2020-06-29 09:04:48	737.79	-0.247	27.372	100.658	3.77	0.4417
2020-06-29 09:04:48	737.44	-0.246	27.373	100.658	3.77	0.4401
2020-06-29 09:04:49	737.03	-0.247	27.372	100.660	3.77	0.4393
2020-06-29 09:04:49	736.72	-0.248	27.373	100.658	3.77	0.4398
2020-06-29 09:04:50	736.19	-0.249	27.375	100.658	3.78	0.4402
2020-06-29 09:04:50	735.65	-0.248	27.374	100.662	3.77	0.4422
2020-06-29 09:04:51	735.23	-0.246	27.373	100.661	3.77	0.4449
2020-06-29 09:04:51	734.75	-0.250	27.372	100.662	3.77	0.4474
2020-06-29 09:04:52	734.39	-0.250	27.372	100.661	3.77	0.4500
2020-06-29 09:04:52	734.00	-0.249	27.373	100.660	3.77	0.4522
2020-06-29 09:04:53	733.70	-0.251	27.373	100.659	3.77	0.4544
2020-06-29 09:04:53	733.52	-0.252	27.374	100.660	3.77	0.4560
2020-06-29 09:04:54	733.27	-0.249	27.375	100.659	3.77	0.4575
2020-06-29 09:04:54	732.97	-0.250	27.375	100.658	3.77	0.4590
2020-06-29 09:04:55	732.67	-0.250	27.375	100.659	3.77	0.4606
2020-06-29 09:04:55	732.25	-0.248	27.377	100.657	3.77	0.4617
2020-06-29 09:04:56	731.77	-0.247	27.377	100.657	3.77	0.4627
2020-06-29 09:04:56	731.09	-0.247	27.378	100.660	3.77	0.4642
2020-06-29 09:04:57	730.44	-0.247	27.378	100.659	3.77	0.4652
2020-06-29 09:04:57	729.63	-0.248	27.376	100.658	3.77	0.4659
2020-06-29 09:04:58	728.76	-0.248	27.377	100.657	3.77	0.4664
2020-06-29 09:04:58	727.71	-0.249	27.378	100.660	3.77	0.4670
2020-06-29 09:04:59	726.44	-0.249	27.378	100.658	3.77	0.4674
2020-06-29 09:04:59	724.67	-0.249	27.380	100.659	3.77	0.4676
2020-06-29 09:05:00	722.32	-0.248	27.379	100.658	3.77	0.4683
2020-06-29 09:05:00	719.00	-0.247	27.379	100.659	3.77	0.4695
2020-06-29 09:05:01	714.56	-0.249	27.380	100.655	3.77	0.4702
2020-06-29 09:05:01	708.63	-0.248	27.380	100.655	3.77	0.4658
2020-06-29 09:05:02	700.81	-0.249	27.379	100.660	3.77	0.4598
2020-06-29 09:05:02	691.10	-0.248	27.382	100.659	3.78	0.4543
2020-06-29 09:05:03	679.11	-0.250	27.383	100.659	3.77	0.4505
2020-06-29 09:05:03	664.83	-0.251	27.381	100.657	3.77	0.4475
2020-06-29 09:05:04	648.40	-0.250	27.384	100.658	3.77	0.4466
2020-06-29 09:05:04	629.67	-0.252	27.384	100.659	3.77	0.4467
2020-06-29 09:05:05	608.91	-0.251	27.385	100.657	3.78	0.4472
2020-06-29 09:05:05	586.36	-0.249	27.385	100.658	3.77	0.4472
2020-06-29 09:05:06	562.30	-0.249	27.384	100.657	3.77	0.4467
2020-06-29 09:05:06	537.00	-0.252	27.386	100.657	3.77	0.4460
2020-06-29 09:05:07	511.09	-0.252	27.385	100.659	3.77	0.4461
2020-06-29 09:05:07	484.84	-0.252	27.387	100.659	3.77	0.4460
2020-06-29 09:05:08	458.67	-0.251	27.387	100.657	3.77	0.4433
2020-06-29 09:05:08	432.96	-0.249	27.388	100.658	3.78	0.4420
2020-06-29 09:05:09	407.91	-0.251	27.389	100.660	3.78	0.4425
2020-06-29 09:05:09	383.82	-0.253	27.389	100.663	3.77	0.4426
2020-06-29 09:05:10	360.96	-0.252	27.390	100.658	3.77	0.4435
2020-06-29 09:05:10	339.34	-0.251	27.389	100.658	3.77	0.4454
2020-06-29 09:05:11	319.05	-0.252	27.389	100.659	3.78	0.4479
2020-06-29 09:05:11	300.18	-0.252	27.391	100.658	3.78	0.4504
2020-06-29 09:05:12	282.57	-0.253	27.391	100.658	3.77	0.4527
2020-06-29 09:05:12	266.24	-0.254	27.391	100.656	3.77	0.4553
2020-06-29 09:05:13	251.09	-0.256	27.391	100.658	3.77	0.4575
2020-06-29 09:05:13	237.07	-0.253	27.390	100.658	3.77	0.4572
2020-06-29 09:05:14	224.06	-0.251	27.391	100.660	3.78	0.4559
2020-06-29 09:05:14	211.98	-0.252	27.392	100.660	3.77	0.4550
2020-06-29 09:05:15	200.75	-0.252	27.393	100.659	3.77	0.4542
2020-06-29 09:05:15	190.35	-0.253	27.394	100.660	3.78	0.4532
2020-06-29 09:05:16	180.59	-0.253	27.394	100.659	3.77	0.4521
2020-06-29 09:05:16	171.52	-0.254	27.394	100.659	3.77	0.4512
2020-06-29 09:05:17	163.05	-0.255	27.394	100.658	3.77	0.4506
2020-06-29 09:05:17	155.05	-0.254	27.393	100.658	3.78	0.4502
2020-06-29 09:05:18	147.55	-0.255	27.394	100.659	3.77	0.4484
2020-06-29 09:05:18	140.56	-0.254	27.394	100.661	3.78	0.4463
2020-06-29 09:05:19	133.90	-0.255	27.395	100.659	3.78	0.4454
2020-06-29 09:05:19	127.66	-0.253	27.396	100.659	3.78	0.4446
2020-06-29 09:05:20	121.78	-0.253	27.397	100.657	3.78	0.4452
2020-06-29 09:05:20	116.18	-0.253	27.397	100.659	3.78	0.4455
2020-06-29 09:05:21	110.92	-0.253	27.398	100.656	3.78	0.4462
2020-06-29 09:05:21	105.91	-0.253	27.398	100.657	3.78	0.4460
2020-06-29 09:05:22	101.22	-0.254	27.398	100.657	3.78	0.4453
2020-06-29 09:05:22	96.70	-0.252	27.397	100.657	3.78	0.4428
2020-06-29 09:05:23	92.45	-0.253	27.399	100.656	3.78	0.4413
2020-06-29 09:05:23	88.42	-0.254	27.398	100.659	3.78	0.4418
2020-06-29 09:05:24	84.55	-0.254	27.399	100.657	3.78	0.4430
2020-06-29 09:05:24	80.90	-0.255	27.400	100.660	3.78	0.4444
2020-06-29 09:05:25	77.47	-0.253	27.400	100.663	3.78	0.4441
2020-06-29 09:05:25	74.13	-0.253	27.400	100.656	3.78	0.4452
2020-06-29 09:05:26	70.97	-0.253	27.400	100.656	3.78	0.4474
2020-06-29 09:05:26	68.00	-0.254	27.402	100.658	3.78	0.4480
2020-06-29 09:05:27	65.16	-0.254	27.402	100.657	3.78	0.4462
